1064784312,1793
1064785182,468
1064675835,1344
1064784652,1108
1064782037,721
1064732600,1202
1064805687,1729
1064735937,550
1064784432,25
1064700895,889
1064785025,2202
1064784111,369
1064810187,1605
1064756992,903
1064732423,2132
1064732702,399
1064699285,641
1064807161,493
1064784790,2156
1064801389,2292
1064784326,725
1064732434,2023
1064784393,308
1064784433,2420
1064700087,1131
1064784160,9
1064784215,367
1064732637,1299
1064732747,2431
1064732275,2279
1064700452,1265
1064785177,2011
1064733266,1984
1064783960,1949
1064780774,2161
1064700425,9
1064699623,90
1064782859,1450
1064784779,1059
1064783955,2280
1064734850,573
1064784797,1624
1064784477,743
1064785067,96
1064784770,1448
1064806578,289
1064782850,1759
1064785092,1647
1064784935,2011
1064761874,436
1064732742,715
1064801448,959
1064732418,2195
1064780768,972
1064761803,776
1064782718,487
1064780675,876
1064780224,95
1064784390,2446
1064784179,1308
1064732398,1997
1064780920,553
1064732537,1457
1064762219,2198
1064735754,867
1064780796,2104
1064784664,2010
1064732224,1848
1064782840,314
1064784461,2075
1064800496,2443
1064804003,2220
1064784106,44
1064784571,2412
1064781056,2005
1064785030,423
1064732779,9
1064780499,1044
1064805579,1429
1064784313,1662
1064784258,2447
1064783969,1828
1064675918,1697
1064732759,1568
1064699447,2332
1064780819,680
1064783879,2101
1064700237,310
1064782727,5
1064784097,832
1064676148,575
1064675823,570
1064781057,13
1064783900,2392
1064784816,1096
1064756989,1915
1064805677,1791
1064732210,636
1064804147,2499
1064761873,239
1064804079,841
1064761727,1132
1064780766,44
1064784185,277
1064676007,763
1064699658,388
1064784573,768
1064804686,1732
1064780915,2156
1064784730,857
1064780890,785
1064784015,307
1064732458,1311
1064784656,1103
1064784086,68
1064761662,1397
1064781182,2412
1064798389,968
1064782856,49
1064780423,1297
1064784122,1508
1064762225,2489
1064804065,1849
1064784156,1214
1064761869,1506
1064780769,220
1064732783,465
1064785125,335
1064784465,2106
1064784220,1972
1064761354,343
1064700117,1060
1064784391,2240
1064761969,233
1064784495,425
1064733900,1879
1064784872,2453
1064735354,873
1064780197,2055
1064784760,1623
1064784867,885
1064785208,1332
1064784817,918
1064732180,126
1064762676,1615
1064779996,758
1064805680,2139
1064784949,2437
1064784116,463
1064780765,1590
1064807881,616
